0
C 1 Account 56678 E 0.041921138763427734
D 1 Account 24438 E 0.041921138763427734
A 2 Account 421257 C 0.04291844367980957
C 1 Credit 42164 E 0.04291844367980957
D 0 Credit 3610916 E 0.04291844367980957
A 0 Account 379031 E 0.04291844367980957
B 1 Account 95783 E 0.04291844367980957
C 0 Account 391427 E 0.04291844367980957
A 1 Credit 36262 E 0.04291844367980957
B 0 Account 829488 E 0.04291844367980957
C 2 Credit 588047 B 0.04291844367980957
A 1 Account 28262 E 0.04391598701477051
B 1 Account 10085 E 0.04391598701477051
C 0 Account 1134275 E 0.04391598701477051
D 2 Account 5917582 C 0.04391598701477051
A 2 Account 94504 B 0.04391598701477051
B 0 Credit 59193 E 0.04391598701477051
C 1 Credit 38216 E 0.04391598701477051
A 2 Credit 69542 B 0.04391598701477051
B 1 Account 30259 E 0.04391598701477051
C 2 Account 624379 B 0.04391598701477051
A 2 Account 529317 D 0.04488253593444824
B 0 Account 20703 E 0.04488253593444824
A 2 Credit 21064 B 0.04488253593444824
B 0 Credit 36096 E 0.04488253593444824
B 0 Credit 130904 E 0.04587745666503906
C 2 Account 950141 A 0.04587745666503906
D 1 Account 28993 E 0.04587745666503906
A 1 Credit 63605 E 0.04587745666503906
B 2 Account 77717 D 0.04587745666503906
C 0 Account 1555871 E 0.04587745666503906
D 0 Credit 2840945 E 0.04587745666503906
A 0 Account 791624 E 0.04587745666503906
B 2 Credit 128164 D 0.04587745666503906
C 0 Credit 142181 E 0.04587745666503906
D 1 Account 48997 E 0.04587745666503906
A 1 Account 25389 E 0.04687643051147461
B 0 Account 56671 E 0.04687643051147461
C 1 Account 20193 E 0.04687643051147461
A 2 Account 385415 B 0.04687643051147461
C 1 Credit 25451 E 0.04687643051147461
A 0 Account 1027334 E 0.04687643051147461
B 1 Credit 43606 E 0.04687643051147461
C 1 Account 37790 E 0.04687643051147461
D 1 Account 47372 E 0.04687643051147461
A 2 Credit 32977 B 0.04787302017211914
B 0 Account 706783 E 0.04787302017211914
D 2 Credit 1864671 A 0.04787302017211914
A 0 Account 903952 E 0.04787302017211914
B 1 Credit 77525 E 0.04787302017211914
C 0 Credit 224457 E 0.04787302017211914
D 1 Credit 42639 E 0.04787302017211914
A 1 Credit 23567 E 0.048870086669921875
C 2 Account 201755 B 0.048870086669921875
D 2 Credit 480316 B 0.048870086669921875
A 1 Credit 50781 E 0.048870086669921875
B 0 Account 773867 E 0.048870086669921875
C 0 Account 1799612 E 0.048870086669921875
D 2 Credit 2209314 B 0.048870086669921875
A 1 Credit 99856 E 0.048870086669921875
B 1 Credit 4310 E 0.048870086669921875
D 2 Account 2169822 A 0.048870086669921875
A 2 Account 177506 B 0.04989957809448242
B 0 Account 287558 E 0.04989957809448242
B 0 Credit 40063 E 0.04989957809448242
C 0 Credit 574595 E 0.04989957809448242
A 2 Account 1143752 B 0.04989957809448242
B 0 Credit 77505 E 0.04989957809448242
C 1 Account 3469 E 0.04989957809448242
D 1 Credit 83318 E 0.04989957809448242
A 2 Account 88909 D 0.05086541175842285
B 0 Credit 152343 E 0.05086541175842285
C 2 Account 854609 D 0.05086541175842285
B 2 Account 561576 C 0.05086541175842285
C 1 Credit 23019 E 0.05086541175842285
D 1 Account 57315 E 0.05086541175842285
B 2 Account 397240 D 0.05086541175842285
C 2 Account 1114088 B 0.05086541175842285
D 0 Account 4268728 E 0.05086541175842285
A 0 Credit 53842 E 0.051895856857299805
B 0 Credit 36678 E 0.051895856857299805
C 2 Credit 468208 A 0.051895856857299805
D 0 Credit 2110667 E 0.051895856857299805
A 0 Account 35812 E 0.051895856857299805
B 0 Credit 10311 E 0.051895856857299805
C 1 Credit 44522 E 0.051895856857299805
D 0 Account 1869623 E 0.051895856857299805
A 0 Account 48612 E 0.05289196968078613
B 0 Credit 29867 E 0.05289196968078613
C 1 Account 6903 E 0.05289196968078613
D 2 Account 5250799 C 0.05289196968078613
A 2 Credit 38617 B 0.05289196968078613
B 1 Credit 40874 E 0.05289196968078613
C 1 Account 55973 E 0.05289196968078613
D 1 Credit 10571 E 0.05289196968078613
A 1 Credit 51568 E 0.05289196968078613
B 2 Credit 153542 C 0.05289196968078613
C 1 Credit 74203 E 0.05289196968078613
A 0 Account 652874 E 0.05389237403869629
C 2 Account 607306 B 0.05389237403869629
D 1 Account 82841 E 0.05389237403869629
B 1 Account 77252 E 0.05389237403869629
D 0 Account 3348247 E 0.05389237403869629
A 2 Credit 58185 D 0.05389237403869629
B 0 Account 165599 E 0.05389237403869629
D 2 Credit 74241 B 0.05389237403869629
A 1 Account 36474 E 0.05488896369934082
B 0 Account 434541 E 0.05488896369934082
C 2 Account 1816818 A 0.05488896369934082
D 2 Account 2760314 B 0.05488896369934082
A 2 Account 19839 D 0.05488896369934082
B 2 Credit 88433 A 0.05488896369934082
D 2 Credit 2433612 A 0.05488896369934082
A 1 Account 80640 E 0.0558924674987793
B 1 Account 93988 E 0.0558924674987793
C 1 Account 85230 E 0.0558924674987793
D 1 Credit 78813 E 0.0558924674987793
B 1 Account 74941 E 0.0558924674987793
D 2 Account 4118874 B 0.0558924674987793
B 2 Credit 43161 A 0.0558924674987793
D 2 Account 55704 C 0.0558924674987793
C 0 Account 796167 E 0.05684781074523926
A 1 Credit 41558 E 0.05684781074523926
B 0 Credit 121457 E 0.05684781074523926
C 0 Account 426453 E 0.05684781074523926
D 2 Account 1773706 B 0.05684781074523926
A 1 Credit 7585 E 0.05684781074523926
B 1 Credit 61515 E 0.05684781074523926
C 2 Account 1954409 D 0.05684781074523926
D 2 Account 4325713 B 0.05684781074523926
A 2 Credit 1726 D 0.057845115661621094
B 1 Credit 96791 E 0.057845115661621094
D 0 Account 68169 E 0.057845115661621094
A 1 Credit 80611 E 0.057845115661621094
B 0 Credit 101506 E 0.057845115661621094
C 1 Account 57701 E 0.057845115661621094
D 1 Account 88438 E 0.057845115661621094
A 2 Credit 23893 D 0.05884265899658203
A 1 Account 38465 E 0.05884265899658203
C 2 Credit 272517 D 0.05884265899658203
B 1 Credit 32504 E 0.05884265899658203
C 1 Account 60669 E 0.05884265899658203
D 2 Account 2463831 B 0.05884265899658203
C 1 Credit 55265 E 0.05983996391296387
D 1 Account 82139 E 0.05983996391296387
A 2 Credit 27202 D 0.05983996391296387
B 1 Credit 67113 E 0.05983996391296387
C 0 Account 1227850 E 0.05983996391296387
D 2 Account 5259633 A 0.05983996391296387
A 1 Account 46222 E 0.0608372688293457
B 0 Account 626587 E 0.0608372688293457
D 2 Credit 1851860 A 0.0608372688293457
A 0 Account 254989 E 0.0608372688293457
B 2 Credit 25386 A 0.0608372688293457
C 1 Credit 55689 E 0.0608372688293457
D 0 Account 4433051 E 0.0608372688293457
A 1 Credit 3762 E 0.0608372688293457
C 0 Account 1667782 E 0.0608372688293457
D 1 Credit 25472 E 0.0608372688293457
A 1 Account 9031 E 0.06183505058288574
B 2 Credit 74194 C 0.06183505058288574
C 1 Account 78792 E 0.06183505058288574
D 1 Account 70353 E 0.06183505058288574
A 0 Credit 27150 E 0.06183505058288574
B 1 Credit 16671 E 0.06183505058288574
C 1 Account 20492 E 0.06183505058288574
D 1 Account 98036 E 0.06183505058288574
A 0 Account 841730 E 0.06183505058288574
B 0 Credit 94404 E 0.06183505058288574
C 0 Credit 450361 E 0.06183505058288574
D 2 Credit 1387337 C 0.06183505058288574
A 1 Account 16045 E 0.06283235549926758
B 1 Account 55964 E 0.06283235549926758
D 0 Credit 681365 E 0.06283235549926758
B 2 Account 452885 A 0.06283235549926758
C 1 Account 5757 E 0.06283235549926758
D 1 Account 96269 E 0.06283235549926758
A 2 Account 855835 D 0.06382942199707031
B 2 Credit 26017 C 0.06382942199707031
A 1 Credit 71268 E 0.06382942199707031
C 0 Credit 535450 E 0.06382942199707031
A 0 Credit 58677 E 0.06382942199707031
B 2 Credit 19041 D 0.06382942199707031
C 2 Account 1933441 A 0.06382942199707031
D 1 Credit 9067 E 0.06382942199707031
A 0 Account 1256137 E 0.06482672691345215
C 1 Account 42966 E 0.06482672691345215
B 0 Account 448144 E 0.06482672691345215
C 1 Credit 91429 E 0.06482672691345215
D 0 Account 1040190 E 0.06482672691345215
A 1 Credit 33810 E 0.06482672691345215
A 2 Credit 59560 D 0.06582403182983398
B 1 Credit 97704 E 0.06582403182983398
B 0 Credit 85915 E 0.06582403182983398
C 0 Account 46321 E 0.06582403182983398
D 0 Credit 310068 E 0.06582403182983398
B 0 Account 593368 E 0.06582403182983398
D 0 Account 3264486 E 0.06582403182983398
B 1 Account 80468 E 0.06682133674621582
C 1 Credit 92170 E 0.06682133674621582
D 1 Credit 68127 E 0.06682133674621582
A 2 Account 241855 B 0.06682133674621582
C 0 Account 1472002 E 0.06682133674621582
D 0 Account 662875 E 0.06682133674621582
B 0 Credit 52665 E 0.06682133674621582
B 2 Credit 99423 C 0.06781840324401855
C 1 Credit 77435 E 0.06781840324401855
D 1 Credit 37841 E 0.06781840324401855
A 2 Account 575576 C 0.06781840324401855
B 0 Account 346106 E 0.06781840324401855
A 1 Credit 90446 E 0.06781840324401855
B 0 Account 264632 E 0.06781840324401855
C 2 Account 617696 D 0.06781840324401855
D 2 Credit 746781 C 0.06781840324401855
A 2 Credit 8895 B 0.0688161849975586
B 2 Credit 161569 C 0.0688161849975586
C 1 Account 44971 E 0.0688161849975586
D 1 Credit 10654 E 0.0688161849975586
A 1 Account 55774 E 0.0688161849975586
B 1 Account 35729 E 0.0688161849975586
C 2 Account 1682374 B 0.0688161849975586
D 0 Credit 1028826 E 0.0688161849975586
A 0 Account 1003136 E 0.0688161849975586
B 2 Credit 46221 D 0.0688161849975586
C 2 Credit 422030 A 0.0688161849975586
D 1 Credit 95950 E 0.0688161849975586
A 1 Credit 50799 E 0.06981348991394043
C 1 Credit 17188 E 0.06981348991394043
D 1 Credit 68861 E 0.06981348991394043
A 0 Account 908184 E 0.06981348991394043
B 1 Account 50371 E 0.06981348991394043
C 1 Account 30572 E 0.06981348991394043
A 0 Credit 51550 E 0.06981348991394043
B 0 Account 395507 E 0.06981348991394043
C 2 Credit 586886 A 0.06981348991394043
D 1 Account 14824 E 0.06981348991394043
B 0 Credit 57893 E 0.07081055641174316
D 2 Credit 1315800 A 0.07081055641174316
A 1 Account 11240 E 0.07081055641174316
C 0 Account 429581 E 0.07081055641174316
D 1 Account 10028 E 0.07081055641174316
A 1 Account 49431 E 0.07181000709533691
C 0 Credit 527039 E 0.07181000709533691
D 1 Account 25919 E 0.07181000709533691
A 1 Credit 27068 E 0.07181000709533691
C 1 Credit 63760 E 0.07181000709533691
A 0 Account 1132491 E 0.07181000709533691
B 1 Account 9941 E 0.07181000709533691
C 1 Account 35969 E 0.07181000709533691
D 1 Account 8180 E 0.07181000709533691
A 0 Credit 66897 E 0.07280707359313965
C 0 Account 1226525 E 0.07280707359313965
D 0 Credit 2326021 E 0.07280707359313965
A 2 Credit 8088 C 0.07280707359313965
B 2 Account 768583 D 0.07280707359313965
D 1 Credit 63917 E 0.07280707359313965
B 2 Account 849324 C 0.07280707359313965
C 0 Credit 213715 E 0.07280707359313965
D 0 Account 1191368 E 0.07280707359313965
A 0 Credit 56212 E 0.07380414009094238
B 2 Credit 97368 C 0.07380414009094238
C 1 Credit 57480 E 0.07380414009094238
D 0 Account 114012 E 0.07380414009094238
B 2 Account 846406 A 0.07380414009094238
D 1 Account 86177 E 0.07380414009094238
B 2 Credit 67361 A 0.07480168342590332
D 0 Account 4296623 E 0.07480168342590332
B 1 Account 58158 E 0.07480168342590332
C 0 Credit 320937 E 0.07480168342590332
D 2 Account 6161797 A 0.07480168342590332
B 2 Account 631054 A 0.07480168342590332
C 2 Account 1710206 A 0.07480168342590332
A 2 Credit 66507 B 0.07579898834228516
D 1 Account 74601 E 0.07579898834228516
A 2 Credit 40041 D 0.07579898834228516
B 0 Credit 1462 E 0.07579898834228516
C 0 Account 526908 E 0.07579898834228516
D 0 Credit 1770006 E 0.07579898834228516
B 1 Account 30492 E 0.07579898834228516
C 0 Credit 371615 E 0.07579898834228516
D 1 Credit 91176 E 0.07579898834228516
B 2 Credit 39896 D 0.07679605484008789
D 0 Account 41437 E 0.07679605484008789
A 1 Credit 36516 E 0.07679605484008789
B 1 Credit 31861 E 0.07679605484008789
C 0 Credit 568410 E 0.07679605484008789
A 0 Account 358509 E 0.07679605484008789
B 1 Account 95141 E 0.07679605484008789
C 2 Credit 36069 B 0.07679605484008789
D 1 Credit 44671 E 0.07679605484008789
A 0 Credit 36121 E 0.07779359817504883
B 0 Credit 11733 E 0.07779359817504883
C 1 Credit 90955 E 0.07779359817504883
B 2 Credit 64130 A 0.07779359817504883
C 0 Account 1547361 E 0.07779359817504883
D 2 Account 3747576 C 0.07779359817504883
A 1 Credit 38539 E 0.07779359817504883
B 1 Credit 48072 E 0.07779359817504883
C 1 Account 312 E 0.07779359817504883
D 2 Credit 3397198 A 0.07779359817504883
A 0 Credit 35676 E 0.07879209518432617
B 2 Account 312441 A 0.07879209518432617
C 2 Account 1222395 D 0.07879209518432617
D 2 Account 645288 C 0.07879209518432617
B 1 Account 41664 E 0.07879209518432617
C 1 Credit 84985 E 0.07879209518432617
D 1 Account 97646 E 0.07879209518432617
A 0 Account 1008397 E 0.0797886848449707
B 1 Account 38738 E 0.0797886848449707
C 0 Credit 279298 E 0.0797886848449707
B 0 Account 742025 E 0.0797886848449707
D 2 Account 6105993 A 0.0797886848449707
A 2 Credit 31482 C 0.0797886848449707
C 2 Credit 350112 B 0.0797886848449707
A 0 Credit 28084 E 0.08078551292419434
C 2 Account 308459 D 0.08078551292419434
A 2 Account 521201 B 0.08078551292419434
B 1 Account 51622 E 0.08078551292419434
D 1 Credit 77323 E 0.08078551292419434
A 2 Credit 21791 C 0.08178281784057617
B 2 Credit 73808 C 0.08178281784057617
C 1 Account 57804 E 0.08178281784057617
B 1 Account 31754 E 0.08178281784057617
C 0 Credit 130156 E 0.08178281784057617
D 1 Credit 27470 E 0.08178281784057617
B 0 Account 630184 E 0.08178281784057617
D 1 Credit 31644 E 0.08178281784057617
B 1 Credit 26840 E 0.08278036117553711
C 0 Credit 132852 E 0.08278036117553711
D 2 Credit 2799534 A 0.08278036117553711
A 2 Account 660808 C 0.08278036117553711
B 1 Credit 5258 E 0.08278036117553711
C 1 Credit 56850 E 0.08278036117553711
D 0 Account 2037037 E 0.08278036117553711
A 1 Credit 72873 E 0.08377766609191895
B 2 Credit 57508 D 0.08377766609191895
C 2 Account 1119829 A 0.08377766609191895
D 0 Account 3561492 E 0.08377766609191895
C 1 Credit 10140 E 0.08377766609191895
D 0 Credit 1169002 E 0.08377766609191895
A 2 Credit 32099 C 0.08377766609191895
C 0 Credit 460615 E 0.08377766609191895
D 2 Credit 2090156 C 0.08377766609191895
A 0 Account 635820 E 0.08477520942687988
B 2 Account 607531 D 0.08477520942687988
C 0 Credit 232145 E 0.08477520942687988
D 0 Credit 2517360 E 0.08477520942687988
A 1 Credit 18919 E 0.08477520942687988
B 0 Account 478691 E 0.08477520942687988
C 1 Account 49616 E 0.08477520942687988
D 1 Credit 17568 E 0.08477520942687988
A 0 Account 221768 E 0.08477520942687988
B 2 Account 143491 D 0.08477520942687988
C 0 Account 121441 E 0.08477520942687988
D 0 Credit 3304264 E 0.08477520942687988
A 0 Account 71247 E 0.08577227592468262
B 1 Credit 15091 E 0.08577227592468262
C 2 Account 1687693 B 0.08577227592468262
D 0 Account 2249561 E 0.08577227592468262
A 2 Account 740605 B 0.08577227592468262
B 1 Account 38297 E 0.08577227592468262
D 1 Credit 76826 E 0.08577227592468262
B 1 Credit 83934 E 0.08676958084106445
A 1 Credit 3800 E 0.08676958084106445
B 0 Account 254773 E 0.08676958084106445
C 1 Credit 47800 E 0.08676958084106445
D 0 Account 1366476 E 0.08676958084106445
A 2 Account 789978 B 0.08776545524597168
B 1 Account 78778 E 0.08776545524597168
C 0 Credit 66804 E 0.08776545524597168
D 1 Account 38276 E 0.08776545524597168
A 1 Account 50512 E 0.08776545524597168
B 2 Account 701928 D 0.08776545524597168
D 2 Credit 1638679 A 0.08776545524597168
A 0 Account 252312 E 0.08776545524597168
B 1 Credit 45979 E 0.08776545524597168
C 1 Credit 75824 E 0.08776545524597168
A 2 Account 734707 D 0.08876228332519531
