0
Account Deposit approved from D in the amount of: 1869623
Account Deposit approved from A in the amount of: 48612
Credit Deposit approved from B in the amount of: 29867
Account Withdrawl approved from C in the amount of: 6903
Credit Transfer Between A and B was Approved: 38617
Credit Withdrawl approved from B in the amount of: 40874
Account Withdrawl approved from C in the amount of: 55973
Credit Withdrawl approved from D in the amount of: 10571
Credit Withdrawl approved from A in the amount of: 51568
Credit Transfer Between B and C was Approved: 153542
Credit Withdrawl approved from C in the amount of: 74203
Account Deposit approved from A in the amount of: 652874
Account Withdrawl approved from D in the amount of: 82841
Account Withdrawl approved from B in the amount of: 77252
Credit Transfer Between A and D was Approved: 58185
Account Deposit approved from B in the amount of: 165599
Credit Transfer Between D and B was Approved: 74241
Account Withdrawl approved from A in the amount of: 36474
Account Deposit approved from B in the amount of: 434541
Account Transfer Between C and A was Denied
Account Transfer Between D and B was Denied
Credit Transfer Between B and A was Denied
Account Withdrawl approved from A in the amount of: 80640
Account Withdrawl approved from B in the amount of: 93988
Account Withdrawl approved from C in the amount of: 85230
Credit Withdrawl approved from D in the amount of: 78813
Account Withdrawl approved from B in the amount of: 74941
Credit Withdrawl approved from A in the amount of: 41558
Credit Withdrawl approved from A in the amount of: 7585
Credit Withdrawl approved from B in the amount of: 61515
Credit Transfer Between A and D was Approved: 1726
Credit Withdrawl approved from B in the amount of: 96791
Account Deposit approved from D in the amount of: 68169
Credit Withdrawl approved from A in the amount of: 80611
Credit Deposit approved from B in the amount of: 101506
Account Withdrawl approved from C in the amount of: 57701
Account Withdrawl approved from D in the amount of: 88438
Credit Transfer Between A and D was Approved: 23893
Account Withdrawl approved from A in the amount of: 38465
Credit Transfer Between C and D was Approved: 272517
Credit Withdrawl approved from B in the amount of: 32504
Account Withdrawl approved from C in the amount of: 60669
Credit Withdrawl approved from C in the amount of: 55265
Account Withdrawl approved from D in the amount of: 82139
Credit Transfer Between A and D was Approved: 27202
Credit Withdrawl approved from B in the amount of: 67113
Account Withdrawl approved from A in the amount of: 46222
Account Deposit approved from B in the amount of: 626587
Account Deposit approved from A in the amount of: 254989
Credit Transfer Between B and A was Approved: 25386
Credit Withdrawl approved from C in the amount of: 55689
Credit Withdrawl approved from A in the amount of: 3762
Credit Withdrawl approved from D in the amount of: 25472
Account Withdrawl approved from A in the amount of: 9031
Credit Transfer Between B and C was Approved: 74194
Account Withdrawl approved from C in the amount of: 78792
Account Withdrawl approved from D in the amount of: 70353
Credit Withdrawl approved from B in the amount of: 16671
Account Withdrawl approved from C in the amount of: 20492
Account Withdrawl approved from D in the amount of: 98036
Account Deposit approved from A in the amount of: 841730
Account Withdrawl approved from A in the amount of: 16045
Account Withdrawl approved from B in the amount of: 55964
Account Withdrawl approved from C in the amount of: 5757
Account Withdrawl approved from D in the amount of: 96269
Credit Transfer Between B and C was Approved: 26017
Credit Withdrawl approved from A in the amount of: 71268
Credit Deposit approved from A in the amount of: 58677
Credit Transfer Between B and D was Approved: 19041
Credit Withdrawl approved from D in the amount of: 9067
Account Deposit approved from A in the amount of: 1256137
Account Withdrawl approved from C in the amount of: 42966
Account Deposit approved from B in the amount of: 448144
Credit Withdrawl approved from C in the amount of: 91429
Account Deposit approved from D in the amount of: 1040190
Credit Withdrawl approved from A in the amount of: 33810
Credit Transfer Between A and D was Approved: 59560
Credit Withdrawl approved from B in the amount of: 97704
Credit Deposit approved from B in the amount of: 85915
Account Deposit approved from C in the amount of: 46321
Account Deposit approved from B in the amount of: 593368
Account Withdrawl approved from B in the amount of: 80468
Credit Withdrawl approved from C in the amount of: 92170
Credit Withdrawl approved from D in the amount of: 68127
Account Deposit approved from D in the amount of: 662875
Credit Deposit approved from B in the amount of: 52665
Credit Transfer Between B and C was Approved: 99423
Credit Withdrawl approved from C in the amount of: 77435
Credit Withdrawl approved from D in the amount of: 37841
Account Deposit approved from B in the amount of: 346106
Credit Withdrawl approved from A in the amount of: 90446
Credit Transfer Between A and B was Approved: 8895
Credit Transfer Between B and C was Approved: 161569
Account Withdrawl approved from C in the amount of: 44971
Credit Withdrawl approved from D in the amount of: 10654
Account Withdrawl approved from A in the amount of: 55774
Account Withdrawl approved from B in the amount of: 35729
Account Deposit approved from A in the amount of: 1003136
Credit Transfer Between B and D was Denied
Credit Withdrawl approved from D in the amount of: 95950
Credit Withdrawl approved from A in the amount of: 50799
Credit Withdrawl approved from C in the amount of: 17188
Credit Withdrawl approved from D in the amount of: 68861
Account Deposit approved from A in the amount of: 908184
Account Withdrawl approved from B in the amount of: 50371
Account Withdrawl approved from C in the amount of: 30572
Credit Deposit approved from A in the amount of: 51550
Account Withdrawl approved from D in the amount of: 14824
Account Withdrawl approved from A in the amount of: 11240
Account Deposit approved from C in the amount of: 429581
Account Withdrawl approved from D in the amount of: 10028
Account Withdrawl approved from A in the amount of: 49431
Account Withdrawl approved from D in the amount of: 25919
Credit Withdrawl approved from A in the amount of: 27068
Credit Withdrawl approved from C in the amount of: 63760
Account Deposit approved from A in the amount of: 1132491
Account Withdrawl approved from B in the amount of: 9941
Account Withdrawl approved from C in the amount of: 35969
Account Withdrawl approved from D in the amount of: 8180
Credit Deposit approved from A in the amount of: 66897
Credit Transfer Between A and C was Approved: 8088
Credit Withdrawl approved from D in the amount of: 63917
Credit Deposit approved from C in the amount of: 213715
Credit Deposit approved from A in the amount of: 56212
Credit Transfer Between B and C was Denied
Credit Withdrawl approved from C in the amount of: 57480
Account Deposit approved from D in the amount of: 114012
Account Transfer Between B and A was Denied
Account Withdrawl approved from D in the amount of: 86177
Account Withdrawl approved from B in the amount of: 58158
Credit Deposit approved from C in the amount of: 320937
Credit Transfer Between A and B was Approved: 66507
Account Withdrawl approved from D in the amount of: 74601
Credit Transfer Between A and D was Approved: 40041
Credit Deposit approved from B in the amount of: 1462
Account Deposit approved from C in the amount of: 526908
Account Withdrawl approved from B in the amount of: 30492
Credit Deposit approved from C in the amount of: 371615
Credit Withdrawl approved from D in the amount of: 91176
Account Deposit approved from D in the amount of: 41437
Credit Withdrawl approved from A in the amount of: 36516
Credit Withdrawl approved from B in the amount of: 31861
Credit Deposit approved from C in the amount of: 568410
Account Deposit Denied from A due to lack of funds
Account Withdrawl approved from B in the amount of: 95141
Credit Transfer Between C and B was Approved: 36069
Credit Withdrawl approved from D in the amount of: 44671
Credit Deposit approved from A in the amount of: 36121
Credit Deposit approved from B in the amount of: 11733
Credit Withdrawl approved from C in the amount of: 90955
Account Deposit approved from C in the amount of: 1547361
Credit Withdrawl approved from A in the amount of: 38539
Credit Withdrawl approved from B in the amount of: 48072
Account Withdrawl approved from C in the amount of: 312
Credit Deposit approved from A in the amount of: 35676
Account Withdrawl approved from B in the amount of: 41664
Credit Withdrawl approved from C in the amount of: 84985
Account Withdrawl approved from D in the amount of: 97646
Account Withdrawl approved from B in the amount of: 38738
Credit Deposit approved from C in the amount of: 279298
Credit Transfer Between A and C was Approved: 31482
Credit Transfer Between C and B was Approved: 350112
Credit Deposit approved from A in the amount of: 28084
Account Withdrawl approved from B in the amount of: 51622
Credit Withdrawl approved from D in the amount of: 77323
Credit Transfer Between A and C was Approved: 21791
Credit Transfer Between B and C was Approved: 73808
Account Withdrawl approved from C in the amount of: 57804
Account Withdrawl approved from B in the amount of: 31754
Credit Deposit approved from C in the amount of: 130156
Credit Withdrawl approved from D in the amount of: 27470
Account Deposit approved from B in the amount of: 630184
Credit Withdrawl approved from D in the amount of: 31644
Credit Withdrawl approved from B in the amount of: 26840
Credit Deposit approved from C in the amount of: 132852
Account Transfer Between A and C was Denied
Credit Withdrawl approved from B in the amount of: 5258
Credit Withdrawl approved from C in the amount of: 56850
Credit Withdrawl approved from A in the amount of: 72873
Credit Transfer Between B and D was Approved: 57508
Credit Withdrawl approved from C in the amount of: 10140
Credit Transfer Between A and C was Approved: 32099
Credit Deposit approved from C in the amount of: 460615
Credit Deposit approved from C in the amount of: 232145
Credit Withdrawl approved from A in the amount of: 18919
Account Withdrawl approved from C in the amount of: 49616
Credit Withdrawl approved from D in the amount of: 17568
Account Deposit approved from C in the amount of: 121441
Account Deposit approved from A in the amount of: 71247
Credit Withdrawl approved from B in the amount of: 15091
Account Transfer Between A and B was Denied
Account Withdrawl approved from B in the amount of: 38297
Credit Withdrawl approved from D in the amount of: 76826
Credit Withdrawl approved from B in the amount of: 83934
Credit Withdrawl approved from A in the amount of: 3800
Credit Withdrawl approved from C in the amount of: 47800
Account Withdrawl approved from B in the amount of: 78778
Credit Deposit approved from C in the amount of: 66804
Account Withdrawl approved from D in the amount of: 38276
Account Withdrawl approved from A in the amount of: 50512
Credit Withdrawl approved from B in the amount of: 45979
Credit Withdrawl approved from C in the amount of: 75824
Account Transfer Between A and D was Denied
Credit Deposit approved from B in the amount of: 30712
Credit Transfer Between B and A was Approved: 144200
Credit Deposit approved from C in the amount of: 414408
Credit Withdrawl approved from D in the amount of: 60252
Account Deposit approved from C in the amount of: 828185
Account Withdrawl approved from D in the amount of: 24442
Credit Withdrawl approved from C in the amount of: 71311
Account Withdrawl approved from A in the amount of: 61467
Credit Transfer Between B and C was Approved: 29728
Account Withdrawl approved from B in the amount of: 44380
Account Deposit approved from B in the amount of: 574688
Credit Withdrawl approved from C in the amount of: 11113
Account Withdrawl approved from D in the amount of: 39014
Account Withdrawl approved from A in the amount of: 99260
Credit Transfer Between B and C was Approved: 7541
Credit Withdrawl approved from C in the amount of: 80914
Credit Withdrawl approved from A in the amount of: 1947
Account Deposit approved from B in the amount of: 108451
Credit Transfer Between C and D was Approved: 467945
Credit Withdrawl approved from B in the amount of: 95740
Credit Withdrawl approved from D in the amount of: 3034
Credit Deposit approved from B in the amount of: 5448
Credit Withdrawl approved from A in the amount of: 2540
Account Withdrawl approved from D in the amount of: 40434
Credit Withdrawl approved from C in the amount of: 12388
Account Deposit approved from B in the amount of: 127522
Account Withdrawl approved from C in the amount of: 74577
Account Withdrawl approved from C in the amount of: 4813
Credit Transfer Between D and A was Approved: 112599
Credit Deposit approved from A in the amount of: 36432
Credit Deposit approved from X in the amount of: 173616
Credit Withdrawl approved from C in the amount of: 9607
Account Transfer Between X and C was Approved: 0
Credit Withdrawl approved from X in the amount of: 38896
Account Withdrawl approved from D in the amount of: 48522
Credit Transfer Between A and D was Approved: 2803
Credit Deposit approved from C in the amount of: 29030
Credit Transfer Between A and D was Approved: 34707
Credit Transfer Between B and C was Approved: 36219
Credit Transfer Between X and D was Approved: 173421
Credit Deposit Denied from X due to lack of funds
Credit Withdrawl approved from A in the amount of: 96656
Credit Deposit approved from B in the amount of: 57184
Account Withdrawl approved from C in the amount of: 70082
Account Transfer Between X and D was Denied
Account Withdrawl approved from A in the amount of: 4138
Credit Transfer Between B and A was Approved: 37843
Account Deposit approved from X in the amount of: 2985920
Credit Withdrawl approved from B in the amount of: 31974
Account Withdrawl approved from A in the amount of: 15943
Account Deposit approved from C in the amount of: 381785
Credit Transfer Between A and B was Approved: 67982
Account Deposit approved from C in the amount of: 21895
Credit Transfer Between X and B was Approved: 37947
Credit Withdrawl approved from A in the amount of: 48450
Credit Withdrawl approved from B in the amount of: 87612
Account Withdrawl approved from D in the amount of: 67672
Account Withdrawl approved from A in the amount of: 37506
Account Withdrawl approved from B in the amount of: 48106
Account Deposit approved from A in the amount of: 227835
Account Withdrawl approved from C in the amount of: 54991
Credit Withdrawl approved from D in the amount of: 92190
Account Withdrawl approved from A in the amount of: 33745
Credit Deposit approved from B in the amount of: 50385
Account Deposit approved from D in the amount of: 26527
Account Deposit Denied from X due to lack of funds
Credit Withdrawl approved from A in the amount of: 64107
Credit Withdrawl approved from B in the amount of: 15770
Credit Transfer Between X and C was Denied
Account Deposit approved from C in the amount of: 1310925
Account Withdrawl approved from X in the amount of: 53083
Account Deposit approved from A in the amount of: 789128
Credit Withdrawl approved from D in the amount of: 41400
Credit Withdrawl approved from X in the amount of: 82695
Credit Deposit approved from A in the amount of: 19431
Account Deposit approved from B in the amount of: 33539
Account Deposit approved from B in the amount of: 32481
Credit Deposit approved from C in the amount of: 110039
Credit Transfer Between X and D was Denied
Credit Withdrawl approved from C in the amount of: 85609
Credit Withdrawl approved from D in the amount of: 66706
Account Deposit approved from A in the amount of: 477389
Account Deposit approved from D in the amount of: 1190700
Credit Withdrawl approved from C in the amount of: 54924
Credit Withdrawl approved from X in the amount of: 41955
Credit Withdrawl approved from A in the amount of: 10016
Credit Withdrawl approved from B in the amount of: 82023
Account Transfer Between X and C was Denied
Credit Deposit approved from A in the amount of: 38564
Credit Transfer Between B and C was Approved: 82247
Account Withdrawl approved from C in the amount of: 62362
Account Withdrawl approved from D in the amount of: 74075
Credit Transfer Between X and A was Denied
Account Withdrawl approved from A in the amount of: 29333
Account Withdrawl approved from C in the amount of: 40263
Account Deposit approved from D in the amount of: 159901
Credit Deposit approved from C in the amount of: 347651
Account Withdrawl approved from A in the amount of: 95103
Account Withdrawl approved from B in the amount of: 98324
Account Transfer Between X and B was Approved: 0
Credit Transfer Between A and B was Approved: 41045
Credit Withdrawl approved from D in the amount of: 8030
Credit Withdrawl approved from C in the amount of: 91325
Credit Withdrawl approved from D in the amount of: 63166
Credit Deposit approved from X in the amount of: 4755
Credit Transfer Between A and B was Approved: 1724
Account Withdrawl approved from D in the amount of: 84241
Account Withdrawl approved from A in the amount of: 71313
Account Deposit approved from B in the amount of: 270039
Account Withdrawl approved from X in the amount of: 74946
Credit Deposit approved from A in the amount of: 9454
Credit Transfer Between D and B was Approved: 351771
Credit Transfer Between A and B was Approved: 67757
Credit Withdrawl approved from A in the amount of: 88160
Credit Deposit approved from C in the amount of: 552836
Credit Withdrawl approved from X in the amount of: 48321
Account Withdrawl approved from A in the amount of: 26117
Credit Withdrawl approved from D in the amount of: 32318
Credit Transfer Between X and C was Approved: 120380
Account Deposit approved from A in the amount of: 143744
Account Withdrawl approved from C in the amount of: 25638
Credit Withdrawl approved from D in the amount of: 74998
Credit Transfer Between C and D was Approved: 391724
Credit Withdrawl approved from D in the amount of: 49825
Credit Withdrawl approved from X in the amount of: 85196
Credit Transfer Between A and D was Approved: 14936
Credit Deposit approved from B in the amount of: 4805
Credit Transfer Between D and C was Approved: 323356
Credit Transfer Between A and C was Approved: 55469
Credit Deposit approved from B in the amount of: 708
Credit Deposit approved from C in the amount of: 323501
Account Deposit approved from A in the amount of: 106322
Account Deposit approved from B in the amount of: 354616
Account Withdrawl approved from B in the amount of: 79790
Account Deposit approved from D in the amount of: 183016
Credit Transfer Between B and C was Approved: 83597
Account Deposit approved from C in the amount of: 743959
Account Transfer Between X and B was Denied
Credit Withdrawl approved from B in the amount of: 50227
Account Withdrawl approved from D in the amount of: 33109
Credit Deposit approved from C in the amount of: 311330
Credit Withdrawl approved from X in the amount of: 77877
Credit Withdrawl approved from B in the amount of: 62045
Credit Deposit approved from X in the amount of: 57145
Credit Withdrawl approved from B in the amount of: 66390
Credit Transfer Between B and C was Approved: 121343
Account Deposit approved from C in the amount of: 33005
Credit Deposit approved from X in the amount of: 58657
Credit Transfer Between A and C was Denied
Account Withdrawl approved from B in the amount of: 39228
Credit Withdrawl approved from D in the amount of: 86543
Account Deposit approved from B in the amount of: 440120
Account Withdrawl approved from B in the amount of: 70194
Credit Deposit approved from C in the amount of: 351049
Credit Withdrawl approved from C in the amount of: 95170
Account Withdrawl approved from X in the amount of: 14785
Credit Withdrawl approved from B in the amount of: 6641
Account Deposit approved from A in the amount of: 245716
Account Deposit approved from B in the amount of: 726448
Credit Withdrawl approved from D in the amount of: 85125
Credit Withdrawl approved from X in the amount of: 24779
Credit Deposit approved from C in the amount of: 193755
Credit Withdrawl approved from D in the amount of: 29360
Credit Withdrawl approved from C in the amount of: 98542
Account Withdrawl approved from A in the amount of: 74517
Credit Withdrawl approved from B in the amount of: 52854
Credit Deposit approved from C in the amount of: 73898
Account Withdrawl approved from D in the amount of: 60957
Credit Deposit approved from X in the amount of: 154060
Account Withdrawl approved from C in the amount of: 56351
Credit Withdrawl approved from C in the amount of: 32685
Account Withdrawl approved from B in the amount of: 97159
Credit Deposit approved from B in the amount of: 28542
Credit Deposit approved from C in the amount of: 601217
Account Deposit approved from D in the amount of: 232542
Account Withdrawl approved from X in the amount of: 59764
Credit Withdrawl approved from D in the amount of: 24369
Credit Deposit approved from X in the amount of: 91637
